Order ID,Region,Country,Order Priority,Total Revenue,Total Cost
658348691,Asia,India,H,82682.46,61325.04
817740142,Europe,Luxembourg,L,1617198.8,1009925.7
858877503,Sub-Saharan Africa,Cape Verde,H,464725.3,311351.26
947434604,Europe,Sweden,M,894780.48,528121.44
869397771,Europe,Iceland,H,1255122.75,1084952.75
481065833,Middle East and North Africa,Qatar,L,565980.25,392439.75
159050118,Sub-Saharan Africa,South Sudan,C,2244032.91,1939786.11
350274455,Europe,United Kingdom,M,1855948.5,1496136
221975171,Middle East and North Africa,Tunisia ,L,1283773.7,730883.51
811701095,North America,United States of America,C,6021738.87,4854305.12
977313554,Sub-Saharan Africa,Liberia,L,1574222.1,896242.83
546986377,Sub-Saharan Africa,Eritrea,L,652889.82,416945.76
769205892,Asia,South Korea,L,37058.76,27486.24
262770926,Sub-Saharan Africa,Kenya,M,941010.08,308618.24
866792809,Sub-Saharan Africa,Rwanda,M,321791.22,205500.96
890695369,Central America and the Caribbean,Cuba,C,256609.6,171920.32
964214932,Middle East and North Africa,Libya,M,304436,173322.8
887400329,Europe,Czech Republic,C,50656.56,32350.08
980612885,Europe,Montenegro,M,189752.55,127128.21
734526431,Europe,Montenegro,M,169274.72,55516.16
160127294,Asia,Philippines,L,1041287.12,650274.18
238714301,Central America and the Caribbean,El Salvador,L,1062310.88,348400.64
671898782,Australia and Oceania,Tonga,M,5770511.45,4339432.9
331604564,Sub-Saharan Africa,Democratic Republic of the Congo,H,654984.22,454153.38
410067975,Middle East and North Africa,Afghanistan,M,1456561.7,829255.91
369837844,Australia and Oceania,Tuvalu,L,319044.78,203747.04
193775498,Sub-Saharan Africa,Sudan,L,12418.23,9210.52
835054767,Sub-Saharan Africa,Niger,M,12785.76,4193.28
167161977,Sub-Saharan Africa,Gabon,C,3874629.46,2913726.92
633895957,Australia and Oceania,East Timor,C,424435.3,250512.15
699368035,North America,United States of America,C,808453.44,265144.32
698002040,Middle East and North Africa,Jordan,L,488370.2,288248.1
584534299,Europe,Cyprus,H,845903.52,540207.36
384013640,Sub-Saharan Africa,Malawi,L,1082271.5,638783.25
641801393,Europe,Iceland,M,175637.77,121783.83
173571383,Middle East and North Africa,Israel,M,203017.32,140768.28
115309941,Middle East and North Africa,United Arab Emirates,H,248552.82,158729.76
773315894,Asia,China,L,93123.6,56089.29
274200570,Sub-Saharan Africa,Kenya,M,42562.65,28515.63
414887797,Middle East and North Africa,Somalia,M,368710.72,120924.16
812613904,Australia and Oceania,Tonga,L,444464.15,297776.93
254927718,Asia,Bangladesh,H,1948296.96,1216693.44
749690568,Middle East and North Africa,Egypt,M,424867.3,284647.66
775076282,Sub-Saharan Africa,Eritrea,C,236555,134676.5
229571187,Sub-Saharan Africa,Swaziland,H,2651075.91,2137112.16
881974112,Asia,Vietnam,C,1172756.32,732375.48
521396386,Australia and Oceania,Marshall Islands,L,249010.56,159022.08
607261836,Asia,Taiwan,C,753140.29,566362.58
419306790,Europe,Ireland,M,162071.12,95658.36
207580077,Sub-Saharan Africa,Rwanda,H,2705580.57,2338756.97
742443025,Europe,Sweden,M,647702.1,413632.8
164569461,Sub-Saharan Africa,Gabon,M,1314476.7,839445.6
734945714,Sub-Saharan Africa,South Africa,L,1435694.72,896578.08
284870612,Europe,United Kingdom,C,917842.72,301020.16
765955483,Europe,Albania,M,19630.32,14559.68
600124156,Asia,Malaysia,H,1362386.82,870041.76
529612958,Sub-Saharan Africa,Ghana,L,2070300.46,1556868.92
466970717,Central America and the Caribbean,Cuba,H,641145.76,210273.28
845058763,Central America and the Caribbean,Saint Lucia,C,228218.4,137458.26
367050921,Europe,Romania,L,1125887.82,719009.76
956433522,Europe,Portugal,L,5722833.48,4613348.48
107005393,Europe,Macedonia,C,195921.05,131260.91
332877862,Asia,China,C,228281.95,152941.69
618474757,Europe,Germany,L,2368743.12,1479258.18
468532407,Europe,Ireland,M,5350169.62,4023335.24
358099639,Europe,Poland,M,5532680.16,4460060.16
382537782,Sub-Saharan Africa,Namibia,H,190456.95,143223.9
707520663,Asia,Uzbekistan,H,812559.66,563413.14
219034612,Sub-Saharan Africa,Zimbabwe,M,2558340.96,2211480.16
573378455,Asia,Mongolia,M,1806111.09,1561237.89
347163522,Europe,Norway,H,184382.88,127847.52
887313640,Middle East and North Africa,Oman,M,713921.82,455921.76
461065137,Europe,Serbia,H,3617830,2179055.75
105966842,Sub-Saharan Africa,Democratic Republic of the Congo,H,63425.34,47042.16
479880082,Europe,Bulgaria,M,1540614.8,962099.7
510978686,Asia,Brunei,H,2247229.84,1403374.26
547748982,Europe,Serbia,C,1518323.58,969625.44
108989799,Sub-Saharan Africa,Ghana,M,279340.6,159035.38
133812463,Sub-Saharan Africa,Malawi,M,1426735.2,812274.96
731640803,Sub-Saharan Africa,Zimbabwe,L,71159.91,52778.84
732211148,Europe,Cyprus,C,977274.9,624103.2
835572326,Central America and the Caribbean,Nicaragua,M,673461.8,383418.14
462085664,Europe,Estonia,C,69180.88,43202.82
902424991,Europe,Estonia,C,706276.64,231633.92
367576634,Europe,Lithuania,H,27514.17,20407.08
738839423,Sub-Saharan Africa,Republic of the Congo,H,3315633.51,2866098.71
817824685,Europe,Czech Republic,C,345393.84,215695.26
376456248,Sub-Saharan Africa,Cameroon,C,95209.92,60802.56
606970441,Asia,Vietnam,H,3188975.37,2570729.12
971916091,Europe,Moldova ,L,178881.36,154628.56
554154527,Middle East and North Africa,Bahrain,L,3577747.74,2884130.24
306859576,Europe,Hungary,L,3624028.21,2725274.42
803517568,Australia and Oceania,Marshall Islands,L,617797.07,428368.53
887927329,Middle East and North Africa,Iraq,C,4091552.43,3298323.68
824200189,Europe,Albania,H,1233404.36,727985.58
946759974,Sub-Saharan Africa,Lesotho,H,4017965.7,3239003.2
310343015,Middle East and North Africa,Lebanon,H,682890.72,223964.16
739998137,Europe,Hungary,C,115236.88,68015.64
981086671,Asia,Japan,H,199432.35,133613.37
749282443,Europe,Georgia,L,5326897.8,4294172.8
280571782,Europe,Estonia,C,4089598.8,3296748.8
781253516,Europe,Luxembourg,C,6101973.37,4588692.74
377938973,Sub-Saharan Africa,Swaziland,H,767935.08,532471.32
867551982,Europe,Romania,C,739279.2,242457.6
967328870,Sub-Saharan Africa,Ethiopia,C,242247.72,167969.88
364818465,Sub-Saharan Africa,Chad,C,4393062.66,3541380.16
167882096,Middle East and North Africa,Morocco,C,5794466.58,4671094.08
654693591,North America,Mexico,H,790859.36,259374.08
823739278,Sub-Saharan Africa,Nigeria,H,131748.76,91352.04
643817985,Central America and the Caribbean,Trinidad and Tobago,L,422494.8,283058.16
604041039,Europe,Moldova ,H,655638.06,454606.74
363832271,Australia and Oceania,Solomon Islands,H,401212.57,278193.03
102928006,Asia,India,L,616162.47,427235.13
971377074,Sub-Saharan Africa,Burkina Faso,M,597159.57,481388.32
139540803,Australia and Oceania,Kiribati,L,877109.31,758190.51
248093020,Middle East and North Africa,Israel,M,2148685.77,1857366.17
858020055,Sub-Saharan Africa,Comoros,L,924024.48,590096.64
700620734,Middle East and North Africa,Iran,H,2067512.72,1291142.58
827506387,Asia,Vietnam,L,2791084.8,1681098.72
560600841,Central America and the Caribbean,Belize,M,2072305.27,1558376.54
642140424,Europe,Belarus,H,202363.48,140314.92
984673964,North America,United States of America,C,1471178.64,918737.46
221062791,Europe,Poland,L,296420.15,198592.13
654480731,North America,Canada,L,654292.82,386179.71
608414113,Middle East and North Africa,Israel,C,100166.95,67108.69
276661765,Middle East and North Africa,Lebanon,L,6160781.13,4632916.26
373335015,Europe,Andorra,L,1782364.96,1113070.44
782857692,Europe,Slovakia,L,419963.04,137733.12
109966123,Sub-Saharan Africa,Liberia,H,2556.42,1896.08
629709136,Central America and the Caribbean,Antigua and Barbuda ,M,777957.4,442910.02
637448060,Asia,China,L,318828.73,221069.67
298856723,Sub-Saharan Africa,Niger,H,1838016,1147824
299921452,Europe,United Kingdom,L,1522319.06,1144786.12
496941077,Asia,Bangladesh,M,389279.99,269919.21
366526925,Asia,Myanmar,L,353527.86,225768.48
355602824,Australia and Oceania,Tonga,M,4064066.37,3513058.77
531405103,Sub-Saharan Africa,Guinea-Bissau,C,529042.04,312253.62
131482589,Australia and Oceania,Nauru,M,1151598.5,679701.75
713696610,Sub-Saharan Africa,Swaziland,L,1551389.4,883243.62
306220996,Europe,Finland,C,993995.12,586680.36
157542073,Australia and Oceania,Papua New Guinea,L,6051184.85,4550499.7
686458671,Sub-Saharan Africa,Mauritius ,L,590907.9,409724.1
132082116,Sub-Saharan Africa,Mozambique,M,3183114.48,2566004.48
403836238,Europe,Bulgaria,L,324780.16,106516.48
331457364,Europe,Spain,C,2977142.85,2238815.7
614994323,Australia and Oceania,Vanuatu,H,3940874.49,3406569.29
674808442,Europe,Belgium,L,90211.77,66909.48
901573550,Europe,Belgium,L,1149525.84,717868.26
406275975,Sub-Saharan Africa,Guinea-Bissau,L,540280.32,177192.96
170214545,Sub-Saharan Africa,Togo,C,1405181.26,829372.53
795000588,Sub-Saharan Africa,Cote d'Ivoire,C,588129.08,407797.32
252557933,Sub-Saharan Africa,Republic of the Congo,C,59338.8,44011.2
635122907,Middle East and North Africa,Libya,M,1490069.36,930534.54
505244338,Australia and Oceania,East Timor,C,289940.92,171130.26
745783555,Europe,Switzerland,H,304016.96,99706.88
509914386,Australia and Oceania,Palau,M,587890.74,375436.32
371123158,Middle East and North Africa,Jordan,M,1633920.15,1228710.3
973208701,Europe,Slovenia,H,1962040.72,1475457.44
780282342,Asia,South Korea,L,443931.92,277231.38
126767909,Europe,Norway,H,250906.88,82288.64
767401731,Middle East and North Africa,Afghanistan,M,20422.4,12753.6
927232635,Asia,Bangladesh,L,620902.81,430521.99
251621949,Sub-Saharan Africa,Guinea,M,3957750.09,3421156.89
256243503,Central America and the Caribbean,Cuba,H,4559772.42,3675769.92
277083623,Europe,Russia,C,1773283.2,1068066.48
620441138,Sub-Saharan Africa,Seychelles ,L,181020.5,106842.75
312927377,Asia,South Korea,M,664234.2,535459.2
251466166,Sub-Saharan Africa,Ghana,L,837828.96,523216.44
953293836,Central America and the Caribbean,Costa Rica,H,6306968.85,5084237.6
305959212,Europe,Romania,C,1848214.5,1052233.35
317323625,Europe,Czech Republic,L,404611.9,230355.37
365560901,Europe,Liechtenstein,L,4309673.23,3240880.46
349157369,Sub-Saharan Africa,Seychelles ,M,581783.12,363318.18
236911857,Middle East and North Africa,Somalia,L,1617964.64,1010403.96
517935693,Australia and Oceania,Solomon Islands,H,615917.28,427065.12
851652705,Sub-Saharan Africa,Uganda,C,198452.48,65085.44
517799222,Sub-Saharan Africa,Equatorial Guinea,M,1470960.7,837453.61
666424071,Central America and the Caribbean,Costa Rica,C,5565891.87,4486833.12
267888581,Europe,Moldova ,C,28353.87,21029.88
162866580,Sub-Saharan Africa,Burkina Faso,L,723311.7,426916.35
812344396,Central America and the Caribbean,Guatemala,H,456184.3,305629.06
947620856,Sub-Saharan Africa,Swaziland,M,389826.36,336973.56
720307290,Asia,Maldives,H,583733.34,344533.77
352327525,Asia,Thailand,H,266639.73,200513.46
585917890,Sub-Saharan Africa,Sudan,C,3327316.33,2502146.66
433627212,Central America and the Caribbean,Costa Rica,L,3705459.87,3203072.27
328316819,Europe,Denmark,C,241900.1,162065.42
773160541,Sub-Saharan Africa,Angola,C,872168,496546.4
991644704,Australia and Oceania,Papua New Guinea,M,5719722.93,4301239.86
277568137,Asia,North Korea,M,3136752.15,2711470.15
245042169,Central America and the Caribbean,El Salvador,C,21253.74,15763.76
778490626,Sub-Saharan Africa,Burkina Faso,M,1023121.37,769388.74
482649838,Middle East and North Africa,Yemen,C,1446927.04,903592.56
732568633,Sub-Saharan Africa,Republic of the Congo,L,104057.85,69715.47
723608338,Europe,Andorra,M,429029.34,322630.68
621442782,Central America and the Caribbean,Dominican Republic,H,5068159.68,3811263.36
212058293,Middle East and North Africa,Israel,M,412532.48,257622.72
251753699,Australia and Oceania,Solomon Islands,L,1276942.02,815475.36
217140328,Sub-Saharan Africa,Liberia,M,51342.99,38080.76
555142009,Sub-Saharan Africa,Mali,C,1188110.72,701252.16
432995069,Asia,Uzbekistan,C,187743.04,61573.12
888248336,Middle East and North Africa,Tunisia ,H,104287.48,72310.92
778763139,Europe,Vatican City,C,334772.38,197590.89
832713305,Sub-Saharan Africa,Djibouti,H,1102695.66,704198.88
498585164,Europe,Ukraine,M,858726.95,645763.9
195177543,Australia and Oceania,East Timor,M,58097.91,43090.84
861601769,Sub-Saharan Africa,Uganda,C,1227000.5,698561.15
807281672,Sub-Saharan Africa,Guinea,H,607943.49,525518.29
661953580,Sub-Saharan Africa,Equatorial Guinea,H,615137.12,201743.36
225666320,Europe,Malta,M,3731064.8,2247258.22
718781220,Europe,Cyprus,L,1464179.57,1101065.14
731972110,Europe,Czech Republic,L,3691058.28,2975473.28
276225316,Middle East and North Africa,Libya,C,9859.84,5819.52
332839667,Asia,Vietnam,C,2285095.89,1842084.64
603426492,Middle East and North Africa,Jordan,C,949471.78,560401.59
859909617,Sub-Saharan Africa,Mali,H,247689,165943.8
494525372,Europe,Czech Republic,L,6617209.54,4976151.08
769822585,Europe,Slovakia,M,995997.9,587862.45
768662583,Sub-Saharan Africa,Zimbabwe,C,492221.7,290521.35
544219195,Central America and the Caribbean,Honduras,M,1112631.3,633447.99
669978749,Europe,Switzerland,L,21589.75,14464.45
889740073,Sub-Saharan Africa,South Africa,L,1186998,714940.95
567614495,Sub-Saharan Africa,Uganda,M,407975.1,273330.42
938025844,Middle East and North Africa,Iran,M,238330.82,140668.71
155710446,Middle East and North Africa,Algeria,C,1083966.16,639783.48
945717132,Sub-Saharan Africa,Central African Republic,L,1932469.6,1206809.4
253407227,Central America and the Caribbean,The Bahamas,C,3359882,2023691.05
494454562,Sub-Saharan Africa,South Africa,H,5979679.96,4496727.92
104845464,Sub-Saharan Africa,Benin,M,1019654.9,580514.27
290878760,Europe,Hungary,M,2773596.8,1670565.52
979165780,Europe,Austria,C,3756179.28,3027969.28
366630351,Asia,Tajikistan,C,1903486.83,1534458.08
770508801,Europe,Portugal,C,6207333.72,5003918.72
978349959,Europe,Belgium,M,206360.05,138254.71
298015153,Europe,Slovenia,L,387239.45,259438.19
807678210,Europe,Czech Republic,M,1340567.88,856107.84
605825459,Australia and Oceania,Marshall Islands,C,496182.83,344043.57
561255729,Sub-Saharan Africa,Sudan,C,64349.01,47727.24
263080346,Central America and the Caribbean,Dominican Republic,H,19124,6272
270723140,Sub-Saharan Africa,Tanzania,C,380133.6,216419.28
763920438,Europe,Switzerland,H,1080560.64,354385.92
192721068,North America,Greenland,L,6216247.54,4674627.08
227486360,Australia and Oceania,Tonga,L,66466.92,49298.08
808890140,Middle East and North Africa,Saudi Arabia,M,1143433.32,674882.46
597918736,Central America and the Caribbean,Belize,C,2752611.2,1657925.68
125870978,Sub-Saharan Africa,Angola,H,3005312.8,1810130.42
444358193,Asia,Malaysia,H,2886258.13,2170470.26
875304210,Sub-Saharan Africa,Ethiopia,C,39003.9,26131.38
360945355,North America,Greenland,C,154954.96,96767.94
613830459,Sub-Saharan Africa,Benin,C,1013689.6,577118.08
266820847,Middle East and North Africa,Yemen,H,1454916.1,828319.03
723090350,Sub-Saharan Africa,Rwanda,M,1878350.24,1173012.36
306125295,Sub-Saharan Africa,Mauritania,M,3430809.48,2965659.08
109724509,Australia and Oceania,New Zealand,L,717180.75,497279.25
847999322,Australia and Oceania,Samoa ,M,76386.72,25052.16
605373561,Australia and Oceania,Fiji,H,256152.32,84008.96
686583554,Sub-Saharan Africa,Malawi,H,198625.7,133072.94
666678130,Australia and Oceania,Marshall Islands,M,176941.05,118544.91
641018617,Central America and the Caribbean,Grenada,M,129682.24,80985.36
775278842,Europe,Luxembourg,C,461125.77,398606.17
855445134,Sub-Saharan Africa,Zimbabwe,M,1721311.2,1487935.2
737816321,Asia,China,H,785706,463743
799003732,North America,United States of America,L,86121.75,57698.85
585931193,Sub-Saharan Africa,Central African Republic,L,1373598.96,810731.88
165835034,Central America and the Caribbean,Antigua and Barbuda ,M,481745.62,284338.11
576264083,Central America and the Caribbean,Guatemala,H,2094061.84,1307722.26
675079667,Middle East and North Africa,Qatar,L,1085150.4,355891.2
290455615,Middle East and North Africa,Israel,L,92027.98,63810.42
670878255,Asia,Thailand,L,1012978.62,646904.16
435146415,Asia,Singapore,M,1717389.3,977751.39
522371423,Asia,North Korea,C,25480.86,16272.48
141977107,Europe,Austria,L,1977073.56,1593778.56
823699796,Asia,Japan,L,2534675.12,1582881.18
567588317,Sub-Saharan Africa,Zimbabwe,L,40379.95,27053.29
594003999,Europe,Lithuania,H,73128.54,54238.96
393620669,Europe,Luxembourg,H,2542078.24,1587504.36
877424657,Sub-Saharan Africa,Central African Republic,H,3632694.8,2188008.97
326714789,Europe,Norway,M,682303.67,513093.34
243102395,Sub-Saharan Africa,Democratic Republic of the Congo,M,77028.48,57131.52
398511302,Australia and Oceania,New Zealand,L,4814885.35,3620800.7
185177838,Europe,Ukraine,M,579629.16,401903.64
865650832,Asia,Taiwan,H,341059.29,236483.91
622791612,Europe,Italy,C,1384978.1,788501.63
409774005,Europe,Finland,L,7273.97,5043.63
800084340,Sub-Saharan Africa,Sudan,H,1036075.11,835211.36
637521445,Europe,Croatia,M,857194.44,547417.92
186196649,Sub-Saharan Africa,Mauritania,L,407168.45,272789.99
680533778,Australia and Oceania,New Zealand,L,1001463.44,625404.66
275269162,Middle East and North Africa,Pakistan,L,337701.65,226249.43
795451629,Europe,Poland,C,446404.36,335696.72
986442506,Europe,Lithuania,M,1874544.1,1067223.43
563915622,Middle East and North Africa,Pakistan,M,826708.3,470665.09
663857305,Australia and Oceania,East Timor,C,3927804.8,2365756.72
692566382,Australia and Oceania,Marshall Islands,L,43272.54,32094.96
576654183,Central America and the Caribbean,Cuba,L,2433839.34,1830250.68
313044536,North America,Greenland,H,1452287.92,906940.38
418973767,Europe,Luxembourg,C,204570.19,141845.01
581990706,Middle East and North Africa,Israel,C,134663.1,90220.02
109956681,Sub-Saharan Africa,Djibouti,H,1909494.4,1192461.6
181045520,Europe,Bulgaria,L,873607.9,497366.17
693743550,Asia,Mongolia,C,460331.28,271698.84
716849601,Central America and the Caribbean,Dominican Republic,L,63600.96,20858.88
739474999,Middle East and North Africa,Yemen,L,2596968,1564180.2
421043574,Australia and Oceania,Federated States of Micronesia,M,409058.65,283633.35
841291654,Europe,Finland,M,470029.23,325909.17
450268065,Central America and the Caribbean,The Bahamas,L,654331.7,372526.91
918334138,Central America and the Caribbean,Grenada,L,1828471.26,1580566.46
386163699,Sub-Saharan Africa,Sao Tome and Principe,M,1381689.75,1194359.75
214743077,Central America and the Caribbean,El Salvador,C,498798.19,345857.01
935371100,Europe,Sweden,M,1518660.72,948389.58
899659097,Asia,Turkmenistan,H,3486232.8,2099793.42
329530894,Europe,Monaco,H,673088.14,397273.17
867222821,Middle East and North Africa,Turkey,H,3948468.51,3413133.71
625283706,Sub-Saharan Africa,Mozambique,M,199242.55,133486.21
936574876,Middle East and North Africa,Yemen,C,1415079.33,1140738.08
504270160,Asia,Philippines,M,740725.7,421713.11
351855885,Sub-Saharan Africa,Democratic Republic of the Congo,M,67835.9,47036.1
673130881,Australia and Oceania,Fiji,H,494511.78,315803.04
382206475,Europe,Macedonia,H,1461315.24,1178010.24
263506495,Middle East and North Africa,Tunisia ,H,1292413.1,735802.13
721767270,Europe,Liechtenstein,L,1199025.3,682634.19
432037627,Middle East and North Africa,Qatar,M,3668108,2209338.7
389678895,Australia and Oceania,Tonga,C,1476193.11,1276050.31
760364902,Europe,Belgium,L,3259522.14,2817594.94
430081975,Sub-Saharan Africa,Chad,C,90211.77,66909.48
155128943,Asia,Thailand,H,1265422.96,790244.94
312117135,Europe,Iceland,H,136709.28,44835.84
447970378,Central America and the Caribbean,Saint Lucia,L,1369033.05,1183419.05
629925000,Asia,Japan,C,3349389.2,2017371.13
995529830,Asia,India,L,674599.42,467754.18
402646195,Australia and Oceania,Vanuatu,L,528782.52,426267.52
479447925,Sub-Saharan Africa,Chad,M,3438403.5,2972223.5
674421346,Sub-Saharan Africa,Malawi,H,2237589.6,1347722.94
506365287,Europe,Finland,L,1572171.2,946934.68
914391076,Middle East and North Africa,Turkey,C,818944.32,268584.96
207922542,Sub-Saharan Africa,South Africa,L,3271756.95,2828170.95
816696012,Europe,Lithuania,M,4788347.13,3860030.88
740760314,Europe,Russia,L,298602.85,200054.47
300476777,Central America and the Caribbean,The Bahamas,C,1687400.8,1053766.2
786519229,Central America and the Caribbean,The Bahamas,L,1124972.34,718425.12
409873998,Middle East and North Africa,Turkey,C,4231658.8,2548771.07
151839911,Sub-Saharan Africa,Mauritius ,H,725314.8,436864.47
614028298,Europe,Bulgaria,H,535050.38,315799.89
668362987,Middle East and North Africa,Iran,L,1547045.05,1163380.1
607080304,Sub-Saharan Africa,Ghana,M,4950544.16,3722816.32
792729079,Sub-Saharan Africa,Malawi,M,1277931.68,798056.52
308170640,Sub-Saharan Africa,Zimbabwe,M,866675.6,541230.9
106578814,Asia,Tajikistan,H,1216149.64,717801.42
761439931,Europe,Czech Republic,H,1203550.7,685210.61
216552817,Sub-Saharan Africa,Mauritius ,L,1099972.42,827180.84
536028802,Sub-Saharan Africa,Lesotho,H,15758.37,11687.88
254291713,Sub-Saharan Africa,Mali,L,447168.8,299588.96
226077878,Europe,Georgia,C,26398.79,18304.41
476436126,Europe,Albania,M,4488139.32,3618024.32
650727784,Europe,Cyprus,L,1603212.4,965631.11
464626681,Central America and the Caribbean,Saint Kitts and Nevis ,C,1480218.05,1113126.1
154119145,Middle East and North Africa,Tunisia ,C,2588295.15,2237373.15
925504004,Central America and the Caribbean,Cuba,M,2555387.73,2208927.33
905392587,Australia and Oceania,Kiribati,L,954653.7,543507.51
990708720,Asia,Cambodia,C,241228.98,154052.64
798688733,Europe,Moldova ,M,2195408,1371012
916881453,Asia,Uzbekistan,C,915776.4,521373.72
653148210,Asia,India,L,4338772.8,2613286.92
285662829,Europe,Germany,C,231622.82,160602.78
612911641,Europe,Austria,C,466801.8,275517.9
703693473,Europe,Germany,L,4813093.11,3879979.36
147119653,Asia,Bhutan,M,527713.12,173071.36
402614009,Asia,Kyrgyzstan,C,12007.71,8906.04
749912869,Middle East and North Africa,Somalia,C,387236.74,268502.46
539065062,Central America and the Caribbean,Saint Lucia,H,124298.22,93472.44
540431916,Europe,Armenia,H,712243.44,454849.92
694687259,North America,Canada,C,106857.4,71591.08
562817418,Sub-Saharan Africa,Burundi,H,3950539.2,2379449.88
676121222,Europe,Liechtenstein,L,1676249.3,954329.39
286210000,Middle East and North Africa,Tunisia ,L,725365.32,463229.76
515007579,Middle East and North Africa,Iraq,L,49442.9,33125.18
304750287,Asia,Indonesia,C,540816.4,325739.21
467986953,Asia,Kazakhstan,H,312885.3,209623.26
537578904,Europe,Denmark,C,18932.55,12684.21
116699969,Europe,Luxembourg,L,457404.14,269971.17
228836476,Sub-Saharan Africa,Cape Verde,C,1015114.74,648268.32
167787253,Australia and Oceania,Palau,C,128177.92,75653.76
647663629,Australia and Oceania,Australia,M,1065324.9,628780.95
652889430,Central America and the Caribbean,Nicaragua,L,1411643.94,1220252.74
588200986,Asia,Laos,M,389423.58,313926.08
928647124,Central America and the Caribbean,Cuba,L,504764.48,349993.92
869589173,Europe,Moldova ,L,4203678,2531917.95
576700961,Middle East and North Africa,Syria,C,5002000.95,3761511.9
735968816,Central America and the Caribbean,The Bahamas,M,1724177.4,981616.02
303691565,Europe,Belarus,M,1211180.04,773478.72
556480538,Middle East and North Africa,United Arab Emirates,C,416575.36,136622.08
141259562,Sub-Saharan Africa,Angola,H,33120.1,22189.42
925264966,Central America and the Caribbean,Cuba,C,2325904,1400915.6
346045577,Europe,Ukraine,H,931881.51,751217.76
861462724,Sub-Saharan Africa,Mozambique,H,44951.94,33340.56
499690234,Europe,Armenia,M,678277.27,470304.33
509214437,North America,Greenland,H,734580.16,240916.48
408834159,Central America and the Caribbean,Saint Kitts and Nevis ,M,1281581.28,1033121.28
237660729,Europe,Vatican City,M,377037.7,252603.34
105117976,Europe,Ukraine,C,611968,200704
640942227,Sub-Saharan Africa,Niger,L,1625647.1,925520.33
745182311,Asia,Myanmar,L,2124792,1279783.8
738199555,Sub-Saharan Africa,Guinea,C,2171922.24,1356345.36
110667788,Sub-Saharan Africa,Guinea-Bissau,L,1207365.54,771042.72
673573338,Sub-Saharan Africa,South Sudan,C,2718150.54,2191183.04
708215034,Middle East and North Africa,Turkey,H,827136.18,528222.24
816204202,Australia and Oceania,Palau,M,1213578.32,912612.64
769464671,Europe,Poland,L,26097.5,17484.5
860232770,Asia,Malaysia,L,40237.6,26957.92
551057326,North America,United States of America,C,732545.99,507933.21
