CRIM,ZN,INDUS,CHAS,ID
0.33983,22.0,5.86,NoBound,145
0.1676,0.0,7.38,NoBound,146
4.422280000000001,0.0,18.1,NoBound,147
0.12204000000000001,0.0,2.89,NoBound,148
0.09299,0.0,25.65,NoBound,149
0.5401100000000001,20.0,3.97,NoBound,150
0.9884299999999999,0.0,8.14,NoBound,151
0.62976,0.0,8.14,NoBound,152
0.17171,25.0,5.13,NoBound,153
9.82349,0.0,18.1,NoBound,154
0.027630000000000002,75.0,2.95,NoBound,155
4.55587,0.0,18.1,NoBound,156
0.1146,20.0,6.96,NoBound,157
0.13587,0.0,10.59,Bound,158
0.52058,0.0,6.2,Bound,159
0.08187,0.0,2.89,NoBound,160
3.4742800000000003,0.0,18.1,Bound,161
0.19072999999999998,22.0,5.86,NoBound,162
7.022589999999999,0.0,18.1,NoBound,163
12.0482,0.0,18.1,NoBound,164
0.01965,80.0,1.76,NoBound,165
0.0187,85.0,4.15,NoBound,166
23.6482,0.0,18.1,NoBound,167
0.25915,0.0,21.89,NoBound,168
0.03659,25.0,4.86,NoBound,169
5.82115,0.0,18.1,NoBound,170
0.25199,0.0,10.59,NoBound,171
0.9557700000000001,0.0,8.14,NoBound,172
0.053020000000000005,0.0,3.41,NoBound,173
13.0751,0.0,18.1,NoBound,174
0.19539,0.0,10.81,NoBound,175
0.07875,45.0,3.44,NoBound,176
2.3139,0.0,19.58,NoBound,177
1.46336,0.0,19.58,NoBound,178
0.12816,12.5,6.07,NoBound,179
0.40771,0.0,6.2,Bound,180
0.03932,0.0,3.41,NoBound,181
14.0507,0.0,18.1,NoBound,182
0.04666,80.0,1.52,NoBound,183
7.9924800000000005,0.0,18.1,NoBound,184
0.16902,0.0,25.65,NoBound,185
0.19657,22.0,5.86,NoBound,186
0.22188000000000002,20.0,6.96,Bound,187
0.10328,25.0,5.13,NoBound,188
0.06899,0.0,25.65,NoBound,189
0.09378,12.5,7.87,NoBound,190
4.75237,0.0,18.1,NoBound,191
0.29916,20.0,6.96,NoBound,192
19.6091,0.0,18.1,NoBound,193
0.04741,0.0,11.93,NoBound,194
6.80117,0.0,18.1,NoBound,195
1.22358,0.0,19.58,NoBound,196
0.06151,0.0,5.19,NoBound,197
0.05602000000000001,0.0,2.46,NoBound,198
8.26725,0.0,18.1,Bound,199
5.66637,0.0,18.1,NoBound,200
18.811,0.0,18.1,NoBound,201
0.14052,0.0,10.59,NoBound,202
5.09017,0.0,18.1,NoBound,203
0.06162,0.0,4.39,NoBound,204
0.12932000000000002,0.0,13.92,NoBound,205
0.0566,0.0,3.41,NoBound,206
0.35114,0.0,7.38,NoBound,207
1.19294,0.0,21.89,NoBound,208
0.09849,0.0,25.65,NoBound,209
0.08447,0.0,4.05,NoBound,210
3.69311,0.0,18.1,NoBound,211
0.06911,45.0,3.44,NoBound,212
0.6379600000000001,0.0,8.14,NoBound,213
2.37857,0.0,18.1,NoBound,214
0.1403,22.0,5.86,NoBound,215
0.15037999999999999,0.0,25.65,NoBound,216
0.2498,0.0,21.89,NoBound,217
0.10084,0.0,10.01,NoBound,218
0.04337,21.0,5.64,NoBound,219
3.6736699999999995,0.0,18.1,NoBound,220
0.12329000000000001,0.0,10.01,NoBound,221
0.17004,12.5,7.87,NoBound,222
0.7258,0.0,8.14,NoBound,223
1.05393,0.0,8.14,NoBound,224
0.013009999999999999,35.0,1.52,NoBound,225
0.00632,18.0,2.31,NoBound,226
17.8667,0.0,18.1,NoBound,227
0.13262000000000002,0.0,8.56,NoBound,228
0.061270000000000005,40.0,6.41,Bound,229
6.71772,0.0,18.1,NoBound,230
0.15086,0.0,27.74,NoBound,231
0.04417,70.0,2.24,NoBound,232
0.537,0.0,6.2,NoBound,233
9.33889,0.0,18.1,NoBound,234
0.08826,0.0,10.81,NoBound,235
0.28392,0.0,7.38,NoBound,236
0.015380000000000001,90.0,3.75,NoBound,237
0.015009999999999999,90.0,1.21,Bound,238
0.17505,0.0,5.96,NoBound,239
1.6566,0.0,19.58,NoBound,240
13.6781,0.0,18.1,NoBound,241
0.17331,0.0,9.69,NoBound,242
1.51902,0.0,19.58,Bound,243
1.8002799999999999,0.0,19.58,NoBound,244
0.05644,40.0,6.41,Bound,245
0.22969,0.0,10.59,NoBound,246
0.20608,22.0,5.86,NoBound,247
0.12579,45.0,3.44,NoBound,248
14.4208,0.0,18.1,NoBound,249
4.87141,0.0,18.1,NoBound,250
2.37934,0.0,19.58,NoBound,251
0.09604,40.0,6.41,NoBound,252
6.44405,0.0,18.1,NoBound,253
24.8017,0.0,18.1,NoBound,254
0.02899,40.0,1.25,NoBound,255
5.5810699999999995,0.0,18.1,NoBound,256
51.1358,0.0,18.1,NoBound,257
0.05479,33.0,2.18,NoBound,258
0.009059999999999999,90.0,2.97,NoBound,259
0.050230000000000004,35.0,6.06,NoBound,260
0.06663999999999999,0.0,4.05,NoBound,261
25.9406,0.0,18.1,NoBound,262
4.22239,0.0,18.1,Bound,263
0.44178,0.0,6.2,NoBound,264
14.4383,0.0,18.1,NoBound,265
0.29819,0.0,6.2,NoBound,266
0.14866,0.0,8.56,NoBound,267
7.40389,0.0,18.1,NoBound,268
0.04981,21.0,5.64,NoBound,269
0.41238,0.0,6.2,NoBound,270
8.05579,0.0,18.1,NoBound,271
0.10959,0.0,11.93,NoBound,272
1.41385,0.0,19.58,Bound,273
0.21409,22.0,5.86,NoBound,274
1.34284,0.0,19.58,NoBound,275
0.16211,20.0,6.96,NoBound,276
0.12269000000000001,0.0,6.91,NoBound,277
4.8356699999999995,0.0,18.1,NoBound,278
0.22211999999999998,0.0,10.01,NoBound,279
25.0461,0.0,18.1,NoBound,280
0.37578,0.0,10.59,Bound,281
0.12802,0.0,8.56,NoBound,282
2.4495299999999998,0.0,19.58,NoBound,283
0.08387,0.0,12.83,NoBound,284
15.0234,0.0,18.1,NoBound,285
0.050589999999999996,0.0,4.49,NoBound,286
0.21124,12.5,7.87,NoBound,287
1.38799,0.0,8.14,NoBound,288
0.0686,0.0,2.89,NoBound,289
22.0511,0.0,18.1,NoBound,290
10.8342,0.0,18.1,NoBound,291
0.62356,0.0,6.2,Bound,292
0.77299,0.0,8.14,NoBound,293
0.03871,52.5,5.32,NoBound,294
18.4982,0.0,18.1,NoBound,295
0.01311,90.0,1.22,NoBound,296
5.8240099999999995,0.0,18.1,NoBound,297
5.73116,0.0,18.1,NoBound,298
18.0846,0.0,18.1,NoBound,299
0.25387,0.0,6.91,NoBound,300
73.5341,0.0,18.1,NoBound,301
5.20177,0.0,18.1,Bound,302
1.15172,0.0,8.14,NoBound,303
0.06417,0.0,5.96,NoBound,304
0.1265,25.0,5.13,NoBound,305
41.5292,0.0,18.1,NoBound,306
2.63548,0.0,9.9,NoBound,307
0.44791000000000003,0.0,6.2,Bound,308
0.17899,0.0,9.69,NoBound,309
0.17142000000000002,0.0,6.91,NoBound,310
0.1,34.0,6.09,NoBound,311
0.05425,0.0,4.05,NoBound,312
0.11425,0.0,13.89,Bound,313
5.44114,0.0,18.1,NoBound,314
0.053720000000000004,0.0,13.92,NoBound,315
0.8520399999999999,0.0,8.14,NoBound,316
0.16439,22.0,5.86,NoBound,317
0.3494,0.0,9.9,NoBound,318
0.0315,95.0,1.47,NoBound,319
0.35233000000000003,0.0,21.89,NoBound,320
0.75026,0.0,8.14,NoBound,321
0.08308,0.0,2.46,NoBound,322
0.13642,0.0,10.59,NoBound,323
0.9761700000000001,0.0,21.89,NoBound,324
0.05561,70.0,2.24,NoBound,325
0.13158,0.0,10.01,NoBound,326
0.21719000000000002,0.0,10.59,Bound,327
8.20058,0.0,18.1,NoBound,328
13.9134,0.0,18.1,NoBound,329
9.72418,0.0,18.1,NoBound,330
0.46296000000000004,0.0,6.2,NoBound,331
0.07013,0.0,13.89,NoBound,332
0.02055,85.0,0.74,NoBound,333
3.7749800000000002,0.0,18.1,NoBound,334
14.2362,0.0,18.1,NoBound,335
11.1081,0.0,18.1,NoBound,336
9.39063,0.0,18.1,NoBound,337
0.06888,0.0,2.46,NoBound,338
0.12082999999999999,0.0,2.89,NoBound,339
0.14231,0.0,10.01,NoBound,340
0.07977999999999999,40.0,6.41,NoBound,341
0.13058,0.0,10.01,NoBound,342
9.18702,0.0,18.1,NoBound,343
1.2074200000000002,0.0,19.58,NoBound,344
15.1772,0.0,18.1,NoBound,345
0.0136,75.0,4.0,NoBound,346
0.07022,0.0,4.05,NoBound,347
0.24103000000000002,0.0,7.38,NoBound,348
0.01439,60.0,2.93,NoBound,349
0.03768,80.0,1.52,NoBound,350
4.541919999999999,0.0,18.1,NoBound,351
3.56868,0.0,18.1,NoBound,352
0.09103,0.0,2.46,NoBound,353
45.7461,0.0,18.1,NoBound,354
0.04301,80.0,1.91,NoBound,355
0.21161,0.0,8.56,NoBound,356
0.35809,0.0,6.2,Bound,357
0.34006,0.0,21.89,NoBound,358
0.01709,90.0,2.02,NoBound,359
0.03306,0.0,5.19,NoBound,360
4.898219999999999,0.0,18.1,NoBound,361
0.14932,25.0,5.13,NoBound,362
0.04294,28.0,15.04,NoBound,363
0.02187,60.0,2.93,NoBound,364
0.2909,0.0,21.89,NoBound,365
2.3309900000000003,0.0,19.58,NoBound,366
0.021769999999999998,82.5,2.03,NoBound,367
1.12658,0.0,19.58,Bound,368
0.030410000000000003,0.0,5.19,NoBound,369
14.3337,0.0,18.1,NoBound,370
0.22489,12.5,7.87,NoBound,371
0.09065,20.0,6.96,Bound,372
0.11504,0.0,2.89,NoBound,373
0.17446,0.0,10.59,Bound,374
0.11329000000000002,30.0,4.93,NoBound,375
0.01432,100.0,1.32,NoBound,376
0.03537,34.0,6.09,NoBound,377
14.3337,0.0,18.1,NoBound,378
4.26131,0.0,18.1,NoBound,379
0.09744,0.0,5.96,NoBound,380
8.24809,0.0,18.1,NoBound,381
1.25179,0.0,8.14,NoBound,382
0.6718,0.0,18.1,NoBound,383
0.03466,35.0,6.06,NoBound,384
0.09512000000000001,0.0,12.83,NoBound,385
0.01778,95.0,1.47,NoBound,386
0.08707000000000001,0.0,12.83,NoBound,387
0.82526,20.0,3.97,NoBound,388
0.17783,0.0,9.69,NoBound,389
2.7339700000000002,0.0,19.58,NoBound,390
12.8023,0.0,18.1,NoBound,391
0.02729,0.0,7.07,NoBound,392
0.0536,21.0,5.64,NoBound,393
0.5201399999999999,20.0,3.97,NoBound,394
0.36894,22.0,5.86,NoBound,395
6.65492,0.0,18.1,NoBound,396
0.65665,20.0,3.97,NoBound,397
0.05083,0.0,5.19,NoBound,398
5.669980000000001,0.0,18.1,Bound,399
0.18159,0.0,7.38,NoBound,400
0.10008,0.0,2.46,NoBound,401
1.49632,0.0,19.58,NoBound,402
7.75223,0.0,18.1,NoBound,403
0.09266,34.0,6.09,NoBound,404
0.09068,45.0,3.44,NoBound,405
0.07896,0.0,12.83,NoBound,406
0.015009999999999999,80.0,2.01,NoBound,407
0.12757000000000002,30.0,4.93,NoBound,408
0.18337,0.0,27.74,NoBound,409
0.07151,0.0,4.49,NoBound,410
0.09252,30.0,4.93,NoBound,411
4.0974,0.0,19.58,NoBound,412
7.05042,0.0,18.1,NoBound,413
0.7857,20.0,3.97,NoBound,414
0.0459,52.5,5.32,NoBound,415
0.32264,0.0,21.89,NoBound,416
2.01019,0.0,19.58,NoBound,417
0.03551,25.0,4.86,NoBound,418
0.2896,0.0,9.69,NoBound,419
3.5350099999999998,0.0,19.58,Bound,420
8.98296,0.0,18.1,Bound,421
15.8744,0.0,18.1,NoBound,422
0.21038,20.0,3.33,NoBound,423
0.38735,0.0,25.65,NoBound,424
0.01381,80.0,0.46,NoBound,425
0.76162,20.0,3.97,NoBound,426
3.1636,0.0,18.1,NoBound,427
0.1396,0.0,8.56,NoBound,428
2.14918,0.0,19.58,NoBound,429
0.06129,20.0,3.33,Bound,430
5.29305,0.0,18.1,NoBound,431
0.38214000000000004,0.0,6.2,NoBound,432
13.5222,0.0,18.1,NoBound,433
0.84054,0.0,8.14,NoBound,434
0.04011,80.0,1.52,NoBound,435
0.01951,17.5,1.38,NoBound,436
0.62739,0.0,8.14,NoBound,437
0.14103,0.0,13.92,NoBound,438
9.2323,0.0,18.1,NoBound,439
0.26363000000000003,0.0,8.56,NoBound,440
0.03427,0.0,5.19,NoBound,441
0.49298000000000003,0.0,9.9,NoBound,442
0.67191,0.0,8.14,NoBound,443
0.10153,0.0,12.83,NoBound,444
0.15936,0.0,6.91,NoBound,445
0.03578,20.0,3.33,NoBound,446
0.032369999999999996,0.0,2.18,NoBound,447
7.83932,0.0,18.1,NoBound,448
0.21977,0.0,6.91,NoBound,449
67.9208,0.0,18.1,NoBound,450
22.5971,0.0,18.1,NoBound,451
0.11132,0.0,27.74,NoBound,452
1.13081,0.0,8.14,NoBound,453
0.07165,0.0,25.65,NoBound,454
10.0623,0.0,18.1,NoBound,455
0.17134000000000002,0.0,10.01,NoBound,456
4.34879,0.0,18.1,NoBound,457
0.0456,0.0,13.89,Bound,458
0.55007,20.0,3.97,NoBound,459
0.43571000000000004,0.0,10.59,Bound,460
0.31827,0.0,9.9,NoBound,461
20.0849,0.0,18.1,NoBound,462
0.02731,0.0,7.07,NoBound,463
0.26938,0.0,9.9,NoBound,464
1.2324700000000002,0.0,8.14,NoBound,465
0.24522,0.0,9.9,NoBound,466
0.47547,0.0,9.9,NoBound,467
0.14455,12.5,7.87,NoBound,468
0.22438000000000002,0.0,9.69,NoBound,469
1.6286399999999999,0.0,21.89,NoBound,470
0.051879999999999996,0.0,4.49,NoBound,471
0.07244,60.0,1.69,NoBound,472
0.10612,30.0,4.93,NoBound,473
4.03841,0.0,18.1,NoBound,474
0.19802,0.0,10.59,NoBound,475
0.13554000000000002,12.5,6.07,NoBound,476
0.08872999999999999,21.0,5.64,NoBound,477
38.3518,0.0,18.1,NoBound,478
28.6558,0.0,18.1,NoBound,479
2.4466799999999997,0.0,19.58,NoBound,480
0.08221,22.0,5.86,NoBound,481
8.71675,0.0,18.1,NoBound,482
15.5757,0.0,18.1,NoBound,483
9.59571,0.0,18.1,NoBound,484
3.8497,0.0,18.1,Bound,485
0.04819,80.0,3.64,NoBound,486
0.10469,40.0,6.41,Bound,487
0.06642,0.0,4.05,NoBound,488
0.03705,20.0,3.33,NoBound,489
6.96215,0.0,18.1,NoBound,490
0.51183,0.0,6.2,NoBound,491
0.15875999999999998,0.0,10.81,NoBound,492
4.812130000000001,0.0,18.1,NoBound,493
0.88125,0.0,21.89,NoBound,494
2.7797400000000003,0.0,19.58,NoBound,495
9.329089999999999,0.0,18.1,NoBound,496
0.03961,0.0,5.19,NoBound,497
0.32982,0.0,21.89,NoBound,498
0.0351,95.0,2.68,NoBound,499
8.64476,0.0,18.1,NoBound,500
0.035480000000000005,80.0,3.64,NoBound,501
0.09164,0.0,10.81,NoBound,502
5.87205,0.0,18.1,NoBound,503
0.33045,0.0,6.2,NoBound,504
0.08014,0.0,5.96,NoBound,505
